[24/03/2015 - 20:57:48] - Dark_BR (No-Reload) [20:57:48 - 24/3/2015]
[29/03/2015 - 18:33:18] - ObEY_Headshot (No-Reload) [18:33:18 - 29/3/2015]
[29/03/2015 - 18:33:59] - Cachorrera_Starkey (No-Reload) [18:33:59 - 29/3/2015]
[29/03/2015 - 18:48:00] - Cpt_JhonatanPM (Weapon Hack) [18:48:0 - 29/3/2015]
[29/03/2015 - 18:48:01] - Cpt_JhonatanPM (Weapon Hack) [18:48:1 - 29/3/2015]
[29/03/2015 - 18:48:58] - Cpt_JhonatanPM (JoyPad) [18:48:58 - 29/3/2015]
[29/03/2015 - 18:49:11] - Cpt_JhonatanPM (JoyPad) [18:49:11 - 29/3/2015]
[29/03/2015 - 18:49:52] - Cpt_JhonatanPM (JoyPad) [18:49:52 - 29/3/2015]
[29/03/2015 - 18:49:52] - Cpt_JhonatanPM (JoyPad) [18:49:52 - 29/3/2015]
[29/03/2015 - 18:49:53] - Cpt_JhonatanPM (JoyPad) [18:49:53 - 29/3/2015]
[29/03/2015 - 18:49:53] - Cpt_JhonatanPM (JoyPad) [18:49:53 - 29/3/2015]
[29/03/2015 - 18:49:57] - Cpt_JhonatanPM (JoyPad) [18:49:57 - 29/3/2015]
[29/03/2015 - 18:49:57] - Cpt_JhonatanPM (JoyPad) [18:49:57 - 29/3/2015]
[29/03/2015 - 18:49:58] - Cpt_JhonatanPM (JoyPad) [18:49:58 - 29/3/2015]
[29/03/2015 - 18:49:58] - Cpt_JhonatanPM (JoyPad) [18:49:58 - 29/3/2015]
[29/03/2015 - 18:50:00] - Cpt_JhonatanPM (JoyPad) [18:50:0 - 29/3/2015]
[29/03/2015 - 18:50:01] - Cpt_JhonatanPM (JoyPad) [18:50:1 - 29/3/2015]
[29/03/2015 - 18:50:02] - Cpt_JhonatanPM (JoyPad) [18:50:2 - 29/3/2015]
[29/03/2015 - 18:50:04] - Cpt_JhonatanPM (JoyPad) [18:50:4 - 29/3/2015]
[29/03/2015 - 18:50:08] - Cpt_JhonatanPM (JoyPad) [18:50:8 - 29/3/2015]
[29/03/2015 - 18:50:08] - Cpt_JhonatanPM (JoyPad) [18:50:8 - 29/3/2015]
[29/03/2015 - 18:50:09] - Cpt_JhonatanPM (JoyPad) [18:50:9 - 29/3/2015]
[29/03/2015 - 18:50:09] - Cpt_JhonatanPM (JoyPad) [18:50:9 - 29/3/2015]
[29/03/2015 - 18:50:11] - Cpt_JhonatanPM (JoyPad) [18:50:11 - 29/3/2015]
[29/03/2015 - 18:50:12] - Cpt_JhonatanPM (JoyPad) [18:50:12 - 29/3/2015]
[29/03/2015 - 18:50:12] - Cpt_JhonatanPM (JoyPad) [18:50:12 - 29/3/2015]
[29/03/2015 - 18:50:12] - Cpt_JhonatanPM (JoyPad) [18:50:12 - 29/3/2015]
[29/03/2015 - 18:50:15] - Cpt_JhonatanPM (JoyPad) [18:50:15 - 29/3/2015]
[29/03/2015 - 18:50:15] - Cpt_JhonatanPM (JoyPad) [18:50:15 - 29/3/2015]
[29/03/2015 - 18:50:15] - Cpt_JhonatanPM (JoyPad) [18:50:15 - 29/3/2015]
[29/03/2015 - 18:50:17] - Cpt_JhonatanPM (JoyPad) [18:50:17 - 29/3/2015]
[29/03/2015 - 18:50:17] - Cpt_JhonatanPM (JoyPad) [18:50:17 - 29/3/2015]
[29/03/2015 - 18:58:32] - Cpt_JhonatanPM (JoyPad) [18:58:32 - 29/3/2015]
[29/03/2015 - 18:58:32] - Cpt_JhonatanPM (JoyPad) [18:58:32 - 29/3/2015]
[29/03/2015 - 19:03:53] - Rrzy_Br (Speed Hack) [19:3:53 - 29/3/2015]
[29/03/2015 - 19:03:54] - Rrzy_Br (Speed Hack) [19:3:54 - 29/3/2015]
[29/03/2015 - 19:03:55] - Rrzy_Br (Speed Hack) [19:3:55 - 29/3/2015]
[29/03/2015 - 19:03:56] - Rrzy_Br (Speed Hack) [19:3:56 - 29/3/2015]
[29/03/2015 - 19:08:43] - Dragon_Hunter (Divulgando IP) [19:8:43 - 29/3/2015]
[29/03/2015 - 19:08:43] - » (( http://cdn-redir.terra.com/sscdn/1j4/e/c/e/7/djbobifunkdasruas-mc-pedrinho-e-mc-pikena-senta-kika-rasga-967d7e.mp3 ))
[29/03/2015 - 19:09:03] - Cachorrera_Starkey (Weapon Hack) [19:9:3 - 29/3/2015]
[29/03/2015 - 19:09:04] - Cachorrera_Starkey (Weapon Hack) [19:9:4 - 29/3/2015]
[29/03/2015 - 19:09:04] - Cachorrera_Starkey (Weapon Hack) [19:9:4 - 29/3/2015]
[29/03/2015 - 19:09:04] - Cachorrera_Starkey (Weapon Hack) [19:9:4 - 29/3/2015]
[29/03/2015 - 19:09:04] - Cachorrera_Starkey (Weapon Hack) [19:9:4 - 29/3/2015]
[29/03/2015 - 19:09:04] - Cachorrera_Starkey (Weapon Hack) [19:9:4 - 29/3/2015]
[29/03/2015 - 19:09:04] - Cachorrera_Starkey (Weapon Hack) [19:9:4 - 29/3/2015]
[29/03/2015 - 19:09:04] - Cachorrera_Starkey (Weapon Hack) [19:9:4 - 29/3/2015]
[29/03/2015 - 19:09:05] - Cachorrera_Starkey (Weapon Hack) [19:9:5 - 29/3/2015]
[29/03/2015 - 19:09:05] - Cachorrera_Starkey (Weapon Hack) [19:9:5 - 29/3/2015]
[29/03/2015 - 19:09:05] - Cachorrera_Starkey (Weapon Hack) [19:9:5 - 29/3/2015]
[29/03/2015 - 19:09:05] - Cachorrera_Starkey (Weapon Hack) [19:9:5 - 29/3/2015]
[29/03/2015 - 19:09:05] - Cachorrera_Starkey (Weapon Hack) [19:9:5 - 29/3/2015]
[29/03/2015 - 19:09:05] - Cachorrera_Starkey (Weapon Hack) [19:9:5 - 29/3/2015]
[29/03/2015 - 19:09:05] - Cachorrera_Starkey (Weapon Hack) [19:9:5 - 29/3/2015]
[29/03/2015 - 19:09:05] - Cachorrera_Starkey (Weapon Hack) [19:9:5 - 29/3/2015]
[29/03/2015 - 19:09:06] - Cachorrera_Starkey (Weapon Hack) [19:9:6 - 29/3/2015]
[29/03/2015 - 19:09:06] - Cachorrera_Starkey (Weapon Hack) [19:9:6 - 29/3/2015]
[29/03/2015 - 19:09:06] - Cachorrera_Starkey (Weapon Hack) [19:9:6 - 29/3/2015]
[29/03/2015 - 19:09:06] - Cachorrera_Starkey (Weapon Hack) [19:9:6 - 29/3/2015]
[29/03/2015 - 19:09:06] - Cachorrera_Starkey (Weapon Hack) [19:9:6 - 29/3/2015]
[29/03/2015 - 19:09:06] - Cachorrera_Starkey (Weapon Hack) [19:9:6 - 29/3/2015]
[29/03/2015 - 19:09:06] - Cachorrera_Starkey (Weapon Hack) [19:9:6 - 29/3/2015]
[29/03/2015 - 19:09:06] - Cachorrera_Starkey (Weapon Hack) [19:9:6 - 29/3/2015]
[29/03/2015 - 19:39:33] - Money_Blood (Divulgando IP) [19:39:33 - 29/3/2015]
[29/03/2015 - 19:39:33] - » (( HostName: Brasil Perfect Start [versão 3.0b]
Address:  189.1.172.96:7185
Players:  20 / 100
Ping:     86
Mode:     BPS RPG:  ))
[29/03/2015 - 19:52:36] - Luc_xD (No-Reload) [19:52:36 - 29/3/2015]
[29/03/2015 - 20:08:00] - wk_ShiFt (AirBreak ou Teleport) [20:8:0 - 29/3/2015]
[29/03/2015 - 20:16:02] - Whanky_Starkey (No-Reload) [20:16:2 - 29/3/2015]
[29/03/2015 - 20:16:18] - wk_ShiFt (Weapon Hack) [20:16:18 - 29/3/2015]
[29/03/2015 - 20:16:18] - wk_ShiFt (Weapon Hack) [20:16:18 - 29/3/2015]
[29/03/2015 - 20:16:18] - wk_ShiFt (Weapon Hack) [20:16:18 - 29/3/2015]
[29/03/2015 - 20:16:18] - wk_ShiFt (Weapon Hack) [20:16:18 - 29/3/2015]
[29/03/2015 - 20:16:18] - wk_ShiFt (Weapon Hack) [20:16:18 - 29/3/2015]
[29/03/2015 - 20:16:18] - wk_ShiFt (Weapon Hack) [20:16:18 - 29/3/2015]
[29/03/2015 - 20:16:19] - wk_ShiFt (Weapon Hack) [20:16:19 - 29/3/2015]
[29/03/2015 - 20:25:37] - OBeY_Starkey (AirBreak ou Teleport) [20:25:37 - 29/3/2015]
[29/03/2015 - 20:25:38] - OBeY_Starkey (AirBreak ou Teleport) [20:25:38 - 29/3/2015]
[29/03/2015 - 20:25:39] - OBeY_Starkey (AirBreak ou Teleport) [20:25:39 - 29/3/2015]
[29/03/2015 - 20:25:40] - OBeY_Starkey (AirBreak ou Teleport) [20:25:40 - 29/3/2015]
[29/03/2015 - 20:25:41] - OBeY_Starkey (AirBreak ou Teleport) [20:25:41 - 29/3/2015]
[29/03/2015 - 20:25:48] - OBeY_Starkey (AirBreak ou Teleport) [20:25:48 - 29/3/2015]
[29/03/2015 - 20:36:10] - Aitor_Raype (No-Reload) [20:36:10 - 29/3/2015]
[29/03/2015 - 20:36:19] - Aitor_Raype (No-Reload) [20:36:19 - 29/3/2015]
[29/03/2015 - 20:37:45] - Aitor_Raype (No-Reload) [20:37:45 - 29/3/2015]
[29/03/2015 - 20:57:23] - Money_Blood (Divulgando IP) [20:57:23 - 29/3/2015]
[29/03/2015 - 20:57:23] - » (( HostName: Brasil Perfect Start [versão 3.0b]
Address:  189.1.172.96:7185
Players:  20 / 100
Ping:     57
Mode:     BPS RPG:  ))
[29/03/2015 - 20:58:01] - Souza_GT (Usando uma Colt 45) [20:58:1 - 29/3/2015]
[29/03/2015 - 20:58:02] - Souza_GT (Usando uma Colt 45) [20:58:2 - 29/3/2015]
[29/03/2015 - 20:58:03] - Souza_GT (Usando uma Colt 45) [20:58:3 - 29/3/2015]
[29/03/2015 - 20:58:04] - Souza_GT (Usando uma Colt 45) [20:58:4 - 29/3/2015]
[29/03/2015 - 20:58:05] - Souza_GT (Usando uma Colt 45) [20:58:5 - 29/3/2015]
[29/03/2015 - 21:17:20] - CmdGrl_PhantonPM (Rapid Fire) [21:17:20 - 29/3/2015]
[29/03/2015 - 21:17:20] - CmdGrl_PhantonPM (Rapid Fire) [21:17:20 - 29/3/2015]
[29/03/2015 - 21:17:24] - CmdGrl_PhantonPM (Rapid Fire) [21:17:24 - 29/3/2015]
[29/03/2015 - 21:17:28] - CmdGrl_PhantonPM (Rapid Fire) [21:17:28 - 29/3/2015]
[29/03/2015 - 21:21:03] - CmdGrl_PhantonPM (Rapid Fire) [21:21:3 - 29/3/2015]
[29/03/2015 - 21:21:11] - CmdGrl_PhantonPM (Rapid Fire) [21:21:11 - 29/3/2015]
[29/03/2015 - 21:21:15] - CmdGrl_PhantonPM (Rapid Fire) [21:21:15 - 29/3/2015]
[29/03/2015 - 21:21:16] - CmdGrl_PhantonPM (Rapid Fire) [21:21:16 - 29/3/2015]
[29/03/2015 - 21:21:16] - CmdGrl_PhantonPM (Rapid Fire) [21:21:16 - 29/3/2015]
[29/03/2015 - 21:21:16] - CmdGrl_PhantonPM (Rapid Fire) [21:21:16 - 29/3/2015]
[29/03/2015 - 21:21:16] - CmdGrl_PhantonPM (Rapid Fire) [21:21:16 - 29/3/2015]
[29/03/2015 - 21:21:27] - CmdGrl_PhantonPM (Rapid Fire) [21:21:27 - 29/3/2015]
[29/03/2015 - 21:25:45] - CmdGrl_PhantonPM (No-Reload) [21:25:45 - 29/3/2015]
[29/03/2015 - 21:25:57] - CmdGrl_PhantonPM (No-Reload) [21:25:57 - 29/3/2015]
[29/03/2015 - 21:26:03] - CmdGrl_PhantonPM (No-Reload) [21:26:3 - 29/3/2015]
[29/03/2015 - 21:26:53] - CmdGrl_PhantonPM (No-Reload) [21:26:53 - 29/3/2015]
[29/03/2015 - 21:27:22] - CmdGrl_PhantonPM (No-Reload) [21:27:22 - 29/3/2015]
[29/03/2015 - 21:27:34] - CmdGrl_PhantonPM (No-Reload) [21:27:34 - 29/3/2015]
[29/03/2015 - 21:32:48] - DoMiNic_ShiFt (AirBreak ou Teleport) [21:32:48 - 29/3/2015]
[29/03/2015 - 21:32:53] - DoMiNic_ShiFt (AirBreak ou Teleport) [21:32:53 - 29/3/2015]
[29/03/2015 - 21:32:57] - DoMiNic_ShiFt (AirBreak ou Teleport) [21:32:57 - 29/3/2015]
[29/03/2015 - 22:15:08] - Cel_AndradeBOPE (Usando uma TEC9) [22:15:8 - 29/3/2015]
[29/03/2015 - 22:15:09] - Cel_AndradeBOPE (Usando uma TEC9) [22:15:9 - 29/3/2015]
[29/03/2015 - 22:15:10] - Cel_AndradeBOPE (Usando uma TEC9) [22:15:10 - 29/3/2015]
[29/03/2015 - 22:15:11] - Cel_AndradeBOPE (Usando uma TEC9) [22:15:11 - 29/3/2015]
[29/03/2015 - 22:15:12] - Cel_AndradeBOPE (Usando uma TEC9) [22:15:12 - 29/3/2015]
[29/03/2015 - 22:15:13] - Cel_AndradeBOPE (Usando uma TEC9) [22:15:13 - 29/3/2015]
[29/03/2015 - 22:15:15] - Cel_AndradeBOPE (Usando uma TEC9) [22:15:15 - 29/3/2015]
[29/03/2015 - 22:15:16] - Cel_AndradeBOPE (Usando uma TEC9) [22:15:16 - 29/3/2015]
[29/03/2015 - 22:15:17] - Cel_AndradeBOPE (Usando uma TEC9) [22:15:17 - 29/3/2015]
[29/03/2015 - 22:15:18] - Cel_AndradeBOPE (Usando uma TEC9) [22:15:18 - 29/3/2015]
[29/03/2015 - 22:15:19] - Cel_AndradeBOPE (Usando uma TEC9) [22:15:19 - 29/3/2015]
[29/03/2015 - 22:15:20] - Cel_AndradeBOPE (Usando uma TEC9) [22:15:20 - 29/3/2015]
[29/03/2015 - 22:15:21] - Cel_AndradeBOPE (Usando uma TEC9) [22:15:21 - 29/3/2015]
[29/03/2015 - 22:15:22] - Cel_AndradeBOPE (Usando uma TEC9) [22:15:22 - 29/3/2015]
[29/03/2015 - 22:16:11] - Luc_VQV (No-Reload) [22:16:11 - 29/3/2015]
[29/03/2015 - 22:21:33] - BaDBoYI_ShifT (No-Reload) [22:21:33 - 29/3/2015]
[29/03/2015 - 22:21:41] - BaDBoYI_ShifT (No-Reload) [22:21:41 - 29/3/2015]
[29/03/2015 - 22:21:43] - BaDBoYI_ShifT (No-Reload) [22:21:43 - 29/3/2015]
[29/03/2015 - 22:22:08] - BaDBoYI_ShifT (No-Reload) [22:22:8 - 29/3/2015]
[29/03/2015 - 22:22:44] - BaDBoYI_ShifT (No-Reload) [22:22:44 - 29/3/2015]
[29/03/2015 - 22:22:45] - BaDBoYI_ShifT (No-Reload) [22:22:45 - 29/3/2015]
[29/03/2015 - 22:22:46] - BaDBoYI_ShifT (No-Reload) [22:22:46 - 29/3/2015]
[29/03/2015 - 22:22:48] - BaDBoYI_ShifT (No-Reload) [22:22:48 - 29/3/2015]
[29/03/2015 - 22:32:08] - BaDBoYI_ShifT (No-Reload) [22:32:8 - 29/3/2015]
[29/03/2015 - 22:34:41] - BaDBoYI_ShifT (No-Reload) [22:34:41 - 29/3/2015]
[29/03/2015 - 22:36:00] - BaDBoYI_ShifT (No-Reload) [22:36:0 - 29/3/2015]
[29/03/2015 - 22:48:03] - BaDBoYI_ShifT (No-Reload) [22:48:3 - 29/3/2015]
[29/03/2015 - 22:49:54] - BaDBoYI_ShifT (No-Reload) [22:49:54 - 29/3/2015]
[29/03/2015 - 22:49:57] - BaDBoYI_ShifT (No-Reload) [22:49:57 - 29/3/2015]
[29/03/2015 - 22:49:59] - BaDBoYI_ShifT (No-Reload) [22:49:59 - 29/3/2015]
[29/03/2015 - 22:50:01] - BaDBoYI_ShifT (No-Reload) [22:50:1 - 29/3/2015]
[29/03/2015 - 22:50:03] - BaDBoYI_ShifT (No-Reload) [22:50:3 - 29/3/2015]
[29/03/2015 - 22:50:07] - BaDBoYI_ShifT (No-Reload) [22:50:7 - 29/3/2015]
[29/03/2015 - 22:52:34] - BaDBoYI_ShifT (No-Reload) [22:52:34 - 29/3/2015]
[29/03/2015 - 22:53:17] - BaDBoYI_ShifT (No-Reload) [22:53:17 - 29/3/2015]
[29/03/2015 - 22:53:22] - BaDBoYI_ShifT (No-Reload) [22:53:22 - 29/3/2015]
[29/03/2015 - 22:54:07] - BaDBoYI_ShifT (No-Reload) [22:54:7 - 29/3/2015]
[29/03/2015 - 22:55:31] - BaDBoYI_ShifT (No-Reload) [22:55:31 - 29/3/2015]
[29/03/2015 - 22:55:32] - BaDBoYI_ShifT (No-Reload) [22:55:32 - 29/3/2015]
[29/03/2015 - 23:00:19] - BaDBoYI_ShifT (AirBreak ou Teleport) [23:0:19 - 29/3/2015]
[29/03/2015 - 23:05:27] - CPT_Dblack (Fly) [23:5:27 - 29/3/2015]
[29/03/2015 - 23:05:59] - BaDBoYI_ShifT (AirBreak ou Teleport) [23:5:59 - 29/3/2015]
[29/03/2015 - 23:14:10] - BaDBoYI_ShifT (AirBreak ou Teleport) [23:14:10 - 29/3/2015]
[29/03/2015 - 23:14:53] - CPT_Dblack (Weapon Hack) [23:14:53 - 29/3/2015]
[29/03/2015 - 23:16:31] - CPT_Dblack (Weapon Hack) [23:16:31 - 29/3/2015]
[29/03/2015 - 23:16:37] - CPT_Dblack (Weapon Hack) [23:16:37 - 29/3/2015]
[29/03/2015 - 23:17:42] - CPT_Dblack (Usando uma Colt 45) [23:17:42 - 29/3/2015]
[29/03/2015 - 23:17:44] - CPT_Dblack (Usando uma Colt 45) [23:17:44 - 29/3/2015]
[29/03/2015 - 23:17:45] - CPT_Dblack (Usando uma Colt 45) [23:17:45 - 29/3/2015]
[29/03/2015 - 23:17:47] - CPT_Dblack (Usando uma Colt 45) [23:17:47 - 29/3/2015]
[29/03/2015 - 23:17:48] - CPT_Dblack (Usando uma Colt 45) [23:17:48 - 29/3/2015]
[29/03/2015 - 23:17:50] - CPT_Dblack (Weapon Hack) [23:17:50 - 29/3/2015]
[29/03/2015 - 23:18:00] - CPT_Dblack (No-Reload) [23:18:0 - 29/3/2015]
[29/03/2015 - 23:18:00] - CPT_Dblack (Weapon Hack) [23:18:0 - 29/3/2015]
[29/03/2015 - 23:20:04] - CPT_Dblack (AirBreak ou Teleport) [23:20:4 - 29/3/2015]
[29/03/2015 - 23:20:11] - CPT_Dblack (AirBreak ou Teleport) [23:20:11 - 29/3/2015]
[29/03/2015 - 23:22:15] - CPT_Dblack (ProAim.cs) [23:22:15 - 29/3/2015]
[29/03/2015 - 23:22:16] - CPT_Dblack (ProAim.cs) [23:22:16 - 29/3/2015]
[29/03/2015 - 23:46:28] - CPT_Dblack (AirBreak ou Teleport) [23:46:28 - 29/3/2015]
[29/03/2015 - 23:48:04] - CPT_Dblack (AirBreak ou Teleport) [23:48:4 - 29/3/2015]
[29/03/2015 - 23:48:08] - CPT_Dblack (AirBreak ou Teleport) [23:48:8 - 29/3/2015]
[29/03/2015 - 23:48:13] - CPT_Dblack (AirBreak ou Teleport) [23:48:13 - 29/3/2015]
[29/03/2015 - 23:52:07] - CPT_Dblack (Usando uma Colt 45) [23:52:7 - 29/3/2015]
[29/03/2015 - 23:52:11] - CPT_Dblack (Usando uma Colt 45) [23:52:11 - 29/3/2015]
[29/03/2015 - 23:52:12] - CPT_Dblack (Usando uma Colt 45) [23:52:12 - 29/3/2015]
[29/03/2015 - 23:52:17] - CPT_Dblack (Usando uma Colt 45) [23:52:17 - 29/3/2015]
[30/03/2015 - 00:24:15] - Sky_HarD (Macro ou Auto CBUG) [0:24:15 - 30/3/2015]
[30/03/2015 - 01:30:53] - edmundo_teclas (AirBreak ou Teleport) [1:30:53 - 30/3/2015]
[30/03/2015 - 02:34:55] - edmundo_teclas (AirBreak ou Teleport) [2:34:55 - 30/3/2015]
[30/03/2015 - 02:34:56] - edmundo_teclas (AirBreak ou Teleport) [2:34:56 - 30/3/2015]
[30/03/2015 - 02:34:58] - edmundo_teclas (AirBreak ou Teleport) [2:34:58 - 30/3/2015]
[30/03/2015 - 02:34:59] - edmundo_teclas (AirBreak ou Teleport) [2:34:59 - 30/3/2015]
[30/03/2015 - 02:35:00] - edmundo_teclas (AirBreak ou Teleport) [2:35:0 - 30/3/2015]
[30/03/2015 - 02:35:01] - edmundo_teclas (AirBreak ou Teleport) [2:35:1 - 30/3/2015]
[30/03/2015 - 02:35:02] - edmundo_teclas (AirBreak ou Teleport) [2:35:2 - 30/3/2015]
[30/03/2015 - 02:35:05] - edmundo_teclas (AirBreak ou Teleport) [2:35:5 - 30/3/2015]
[30/03/2015 - 02:35:53] - edmundo_teclas (Speed Hack) [2:35:53 - 30/3/2015]
[30/03/2015 - 02:36:02] - edmundo_teclas (Speed Hack) [2:36:2 - 30/3/2015]
[30/03/2015 - 02:36:12] - edmundo_teclas (Speed Hack) [2:36:12 - 30/3/2015]
[30/03/2015 - 02:36:13] - edmundo_teclas (Speed Hack) [2:36:13 - 30/3/2015]
[30/03/2015 - 02:36:14] - edmundo_teclas (Speed Hack) [2:36:14 - 30/3/2015]
[30/03/2015 - 02:36:15] - edmundo_teclas (Speed Hack) [2:36:15 - 30/3/2015]
[30/03/2015 - 02:36:16] - edmundo_teclas (Speed Hack) [2:36:16 - 30/3/2015]
[30/03/2015 - 10:41:57] - SubCmd_RafaelBOPE (No-Reload) [10:41:57 - 30/3/2015]
[30/03/2015 - 10:42:10] - SubCmd_RafaelBOPE (No-Reload) [10:42:10 - 30/3/2015]
[30/03/2015 - 10:45:03] - SubCmd_RafaelBOPE (No-Reload) [10:45:3 - 30/3/2015]
[30/03/2015 - 11:08:49] - BaDBoYI_ShifT (No-Reload) [11:8:49 - 30/3/2015]
[30/03/2015 - 11:20:14] - BaDBoYI_ShifT (AirBreak ou Teleport) [11:20:14 - 30/3/2015]
[30/03/2015 - 11:20:29] - BaDBoYI_ShifT (AirBreak ou Teleport) [11:20:29 - 30/3/2015]
[30/03/2015 - 11:21:02] - BaDBoYI_ShifT (AirBreak ou Teleport) [11:21:2 - 30/3/2015]
[30/03/2015 - 11:21:09] - BaDBoYI_ShifT (AirBreak ou Teleport) [11:21:9 - 30/3/2015]
[30/03/2015 - 11:36:28] - BaDBoYI_ShifT (AirBreak ou Teleport) [11:36:28 - 30/3/2015]
[30/03/2015 - 11:40:37] - BaDBoYI_ShifT (No-Reload) [11:40:37 - 30/3/2015]
[30/03/2015 - 11:40:39] - BaDBoYI_ShifT (No-Reload) [11:40:39 - 30/3/2015]
[30/03/2015 - 11:52:23] - BaDBoYI_ShifT (AirBreak ou Teleport) [11:52:23 - 30/3/2015]
[30/03/2015 - 11:59:36] - BaDBoYI_ShifT (AirBreak ou Teleport) [11:59:36 - 30/3/2015]
[30/03/2015 - 12:39:15] - DoMiNic_ShiFt (AirBreak ou Teleport) [12:39:15 - 30/3/2015]
[30/03/2015 - 12:39:17] - ybruxo_ShiFt (AirBreak ou Teleport) [12:39:17 - 30/3/2015]
[30/03/2015 - 12:58:39] - BaDBoYI_ShifT (No-Reload) [12:58:39 - 30/3/2015]
[30/03/2015 - 12:58:41] - BaDBoYI_ShifT (No-Reload) [12:58:41 - 30/3/2015]
[30/03/2015 - 12:58:47] - BaDBoYI_ShifT (No-Reload) [12:58:47 - 30/3/2015]
[30/03/2015 - 12:58:49] - BaDBoYI_ShifT (No-Reload) [12:58:49 - 30/3/2015]
[30/03/2015 - 12:58:50] - BaDBoYI_ShifT (No-Reload) [12:58:50 - 30/3/2015]
[30/03/2015 - 12:58:52] - BaDBoYI_ShifT (No-Reload) [12:58:52 - 30/3/2015]
[30/03/2015 - 13:01:53] - Cpt_JhonatanPM (JoyPad) [13:1:53 - 30/3/2015]
[30/03/2015 - 13:51:31] - BaDBoYI_ShifT (No-Reload) [13:51:31 - 30/3/2015]
[30/03/2015 - 13:51:33] - BaDBoYI_ShifT (No-Reload) [13:51:33 - 30/3/2015]
[30/03/2015 - 13:51:35] - BaDBoYI_ShifT (No-Reload) [13:51:35 - 30/3/2015]
[30/03/2015 - 13:51:36] - BaDBoYI_ShifT (No-Reload) [13:51:36 - 30/3/2015]
[30/03/2015 - 14:06:51] - DoMiNic_ShiFt (AirBreak ou Teleport) [14:6:51 - 30/3/2015]
[30/03/2015 - 14:13:32] - Cachorrera_Starkey (Weapon Hack) [14:13:32 - 30/3/2015]
[30/03/2015 - 14:13:32] - DoMiNic_ShiFt (Weapon Hack) [14:13:32 - 30/3/2015]
[30/03/2015 - 14:13:33] - DoMiNic_ShiFt (Weapon Hack) [14:13:33 - 30/3/2015]
[30/03/2015 - 14:13:34] - DoMiNic_ShiFt (Weapon Hack) [14:13:34 - 30/3/2015]
[30/03/2015 - 14:13:34] - DoMiNic_ShiFt (Weapon Hack) [14:13:34 - 30/3/2015]
[30/03/2015 - 14:13:35] - DoMiNic_ShiFt (Weapon Hack) [14:13:35 - 30/3/2015]
[30/03/2015 - 14:13:36] - DoMiNic_ShiFt (Weapon Hack) [14:13:36 - 30/3/2015]
[30/03/2015 - 17:29:46] - Sr_Revenge (No-Reload) [17:29:46 - 30/3/2015]
[30/03/2015 - 17:48:47] - 3SGT_CristianBOPE (AirBreak ou Teleport) [17:48:47 - 30/3/2015]
[30/03/2015 - 18:20:38] - Cpt_JhonatanPM (JoyPad) [18:20:38 - 30/3/2015]
[30/03/2015 - 18:20:38] - Cpt_JhonatanPM (JoyPad) [18:20:38 - 30/3/2015]
[30/03/2015 - 18:20:38] - Cpt_JhonatanPM (JoyPad) [18:20:38 - 30/3/2015]
[30/03/2015 - 18:20:43] - Cpt_JhonatanPM (JoyPad) [18:20:43 - 30/3/2015]
[30/03/2015 - 18:20:46] - Cpt_JhonatanPM (JoyPad) [18:20:46 - 30/3/2015]
[30/03/2015 - 18:21:39] - DoMiNic_ShiFt (AirBreak ou Teleport) [18:21:39 - 30/3/2015]
[30/03/2015 - 18:39:59] - DoMiNic_ShiFt (AirBreak ou Teleport) [18:39:59 - 30/3/2015]
[30/03/2015 - 18:44:37] - Emerson_Blood (AirBreak ou Teleport) [18:44:37 - 30/3/2015]
[30/03/2015 - 18:48:07] - iPhanton_Scott (Rapid Fire) [18:48:7 - 30/3/2015]
[30/03/2015 - 18:48:30] - Emerson_Blood (AirBreak ou Teleport) [18:48:30 - 30/3/2015]
[30/03/2015 - 18:48:35] - Emerson_Blood (AirBreak ou Teleport) [18:48:35 - 30/3/2015]
[30/03/2015 - 18:48:35] - iArky_ShiFt (Usando uma Minigun) [18:48:35 - 30/3/2015]
[30/03/2015 - 18:51:59] - Emerson_Blood (AirBreak ou Teleport) [18:51:59 - 30/3/2015]
[30/03/2015 - 19:02:30] - DoMiNic_ShiFt (Speed Hack) [19:2:30 - 30/3/2015]
[30/03/2015 - 19:03:24] - ysa_rota (Weapon Hack) [19:3:24 - 30/3/2015]
[30/03/2015 - 19:03:25] - ysa_rota (Weapon Hack) [19:3:25 - 30/3/2015]
[30/03/2015 - 19:03:55] - ysa_rota (Weapon Hack) [19:3:55 - 30/3/2015]
[30/03/2015 - 19:08:54] - DoMiNic_ShiFt (AirBreak ou Teleport) [19:8:54 - 30/3/2015]
[30/03/2015 - 19:13:03] - DoMiNic_ShiFt (Speed Hack) [19:13:3 - 30/3/2015]
[30/03/2015 - 19:21:30] - iPhanton_Scott (No-Reload) [19:21:30 - 30/3/2015]
[30/03/2015 - 19:21:38] - iPhanton_Scott (No-Reload) [19:21:38 - 30/3/2015]
[30/03/2015 - 19:21:49] - iPhanton_Scott (No-Reload) [19:21:49 - 30/3/2015]
[30/03/2015 - 19:21:50] - iPhanton_Scott (Macro ou Auto CBUG) [19:21:50 - 30/3/2015]
[30/03/2015 - 19:21:58] - iPhanton_Scott (No-Reload) [19:21:58 - 30/3/2015]
[30/03/2015 - 19:22:12] - iPhanton_Scott (Macro ou Auto CBUG) [19:22:12 - 30/3/2015]
[30/03/2015 - 19:22:15] - iPhanton_Scott (No-Reload) [19:22:15 - 30/3/2015]
